 0.0747290, 0.0000000, 0.6466300, 0.0000000, 0.6749000, 0.5280700, 0.8249200, 0.1459300, 1.0000000, 0.9141200, 0.8085100, 1.0000000, 0.3383000,19.5000000
 0.0295510, 0.0000000, 0.3460400, 0.0000000, 0.3271600, 0.2705500, 0.3594200, 0.1263800, 0.1304300, 0.2232800, 0.6170200, 0.8828700, 0.3010500,16.1000000
 0.0023991, 0.0000000, 0.2364400, 0.0000000, 0.1296300, 0.3910700, 0.6086500, 0.4508600, 0.0869570, 0.0877860, 0.5638300, 1.0000000, 0.3992800,19.4000000
 0.0009981, 0.0000000, 0.4534500, 0.0000000, 0.1070000, 0.5221300, 0.4335700, 0.3067200, 0.1739100, 0.4026700, 0.6489400, 0.9655300, 0.1989500,21.4000000
 0.0017134, 0.0000000, 0.3794000, 0.0000000, 0.0576130, 0.4598600, 0.1503600, 0.3780800, 0.1304300, 0.2251900, 0.7021300, 0.9496700, 0.2248900,21.7000000
 0.0012871, 0.0000000, 0.0890760, 0.0000000, 0.1234600, 0.8637700, 0.7528300, 0.2151200, 0.0434780, 0.1698500, 0.5744700, 1.0000000, 0.0684330,38.7000000
 0.1198800, 0.0000000, 0.6466300, 0.0000000, 0.7304500, 0.5552800, 0.9464500, 0.0780490, 1.0000000, 0.9141200, 0.8085100, 0.1077700, 0.6139600,11.8000000
 0.0028417, 0.0000000, 0.7855600, 0.0000000, 0.4917700, 0.4085100, 0.9588100, 0.0598990, 0.1304300, 0.4771000, 0.9148900, 0.9879200, 0.4266000,16.2000000
 0.0063951, 0.0000000, 0.2104100, 0.0000000, 0.2510300, 0.9151200, 0.7250300, 0.2463200, 0.3043500, 0.2290100, 0.5106400, 0.9722900, 0.0204190,41.7000000
 0.0008505, 0.0000000, 0.4934000, 0.0000000, 0.1070000, 0.4690600, 0.4057700, 0.3976700, 0.1304300, 0.1946600, 0.3617000, 1.0000000, 0.2392400,21.7000000
 0.0155300, 0.0000000, 0.2815200, 0.0000000, 0.3148100, 0.4577500, 0.8146200, 0.2601100, 0.1304300, 0.2290100, 0.8936200, 0.5857100, 0.7168900,13.2000000
 0.0014561, 0.0000000, 0.3713300, 1.0000000, 0.2139900, 0.4795900, 0.5787800, 0.2827700, 0.1304300, 0.1717600, 0.6383000, 0.9607100, 0.3567900,24.4000000
 0.7633400, 0.0000000, 0.6466300, 0.0000000, 0.6337400, 0.4065900, 1.0000000, 0.0268980, 1.0000000, 0.9141200, 0.8085100, 0.9699200, 0.5863700, 5.0000000
 0.0011270, 0.8000000, 0.0531520, 0.0000000, 0.0576130, 0.4550700, 0.1709600, 0.8598900, 0.1304300, 0.2805300, 1.0000000, 0.9474000, 0.1059600,20.6000000
 0.0009742, 0.0000000, 0.9233900, 0.0000000, 0.4032900, 0.4598600, 0.9268800, 0.0870520, 0.0434780, 0.0019084, 0.6914900, 0.9525700, 0.4470200,20.5000000
 0.0110390, 0.0000000, 0.2815200, 0.0000000, 0.3148100, 0.4315000, 1.0000000, 0.2696800, 0.1304300, 0.2290100, 0.8936200, 0.9940500, 0.5008300,14.5000000
 0.0084894, 0.2000000, 0.1286700, 0.0000000, 0.5390900, 0.3830200, 0.6168900, 0.0779220, 0.1739100, 0.1469500, 0.0425530, 0.9886500, 0.2406200,22.8000000
 0.0009076, 0.0000000, 0.4534500, 0.0000000, 0.1070000, 0.4941600, 0.4418100, 0.2692500, 0.1739100, 0.4026700, 0.6489400, 0.9749400, 0.2356500,20.8000000
 0.0241510, 0.0000000, 0.7008800, 0.0000000, 1.0000000, 0.3960500, 1.0000000, 0.0351920, 0.1739100, 0.4122100, 0.2234000, 0.4260200, 0.4117000,15.6000000
 0.0059323, 0.2000000, 0.1286700, 0.0000000, 0.5390900, 0.7585700, 0.8908300, 0.0918620, 0.1739100, 0.1469500, 0.0425530, 0.9784900, 0.1525900,43.1000000
 0.0015059, 0.2200000, 0.1979500, 0.0000000, 0.0946500, 0.5606400, 0.1040200, 0.5699000, 0.2608700, 0.2729000, 0.6914900, 0.9984400, 0.1150700,24.4000000
 0.0396620, 0.0000000, 0.7008800, 1.0000000, 1.0000000, 0.4964600, 0.8208000, 0.0560070, 0.1739100, 0.4122100, 0.2234000, 0.2211200, 0.3667200,15.6000000
 0.0014033, 0.0000000, 0.2969200, 0.0000000, 0.2777800, 0.4916700, 0.8475800, 0.0902800, 0.1739100, 0.3759500, 0.8829800, 0.9767800, 0.3410600,20.4000000
 0.0006086, 0.0000000, 0.0733140, 0.0000000, 0.2119300, 0.4966500, 0.6786800, 0.1955200, 0.0869570, 0.0114500, 0.5531900, 0.9753100, 0.3151200,29.6000000
 0.0970940, 0.0000000, 0.6466300, 0.0000000, 0.6337400, 0.5043100, 0.9237900, 0.0601620, 1.0000000, 0.9141200, 0.8085100, 1.0000000, 0.3708600,13.8000000
