 0.3756699,-2.4718713
 0.5096216, 4.9946274
 0.2634382, 7.3533042
 0.2002682, 2.5071997
 0.9833383, 0.6955986
 0.5029848, 3.4329528
 0.0286286, 0.1801086
 0.1512402,-1.0751792
 0.1243873,-1.3471875
 0.2150842, 2.3075918
 0.9112309, 2.5104934
 0.1503703,-3.6742920
 0.5404547, 6.1780795
 0.2646719,-1.2589890
 0.5027665, 2.0792485
 0.1082400, 1.5513761
 0.7340349, 3.6613168
 0.7723294, 4.4332515
 0.2369867, 3.9463988
 0.4080703,-3.3925999
 0.7960394,-7.9364734
 0.4975061,-7.6808267
 0.8744149,-7.9051092
 0.8761884, 0.3585684
 0.2524337, 1.9750769
 0.5394112, 5.5106155
 0.0693055, 1.8735303
 0.1339271, 2.6788966
 0.0372396, 2.4035357
 0.9150978, 3.3885933
 0.5760805, 9.5424372
 0.7726226, 1.8189150
 0.8976725, 9.5204012
 0.5948858, 6.6628897
 0.2050941,-5.9977840
 0.9748074,-18.1928753
 0.1023157,-4.2732878
 0.4652762,-7.9857437
 0.0436495, 1.2543408
 0.0095331,-0.6314056
 0.4323572,-2.7998939
 0.6190283, 3.8564354
 0.8297525, 4.9823611
 0.7499609, 6.5227205
 0.0496663, 1.8927060
 0.7332362, 2.5138207
 0.7460375, 2.1941198
 0.1069716,-1.8789377
 0.8856301,-7.3513626
 0.2701598, 1.2698856
 0.1292636, 0.8727219
 0.6276202,-3.6385764
 0.4913073,-2.7504941
 0.0439507,-0.4361670
 0.4850949, 5.0843896
 0.1278041, 2.1224714
 0.5877994, 1.7072390
 0.3164678, 2.4810252
 0.1104639,-0.8320961
 0.4050952,-3.0116901
 0.6498530, 2.4484613
 0.2672952, 2.2613029
 0.5555096, 5.0660478
 0.7615961,-10.9783462
 0.8792833, 3.3157783
 0.3289707, 3.1991737
 0.8137619,-14.5311036
 0.0074574,-2.8188552
 0.7005339, 3.0964520
 0.7209071, 0.3043957
 0.2950608, 3.4385701
 0.5710656,-7.1414000
 0.2878078, 4.5320107
 0.5887981, 0.3603153
 0.2100640, 7.1805087
 0.7348257, 3.8018510
 0.4755149, 3.3476014
 0.3706852, 2.7125965
 0.0376743,-5.0245125
 0.1354752,-0.9648342
 0.4787049, 2.2084432
 0.7129408,-5.6550471
 0.5124438, 2.9196807
 0.4505780, 3.1305752
 0.5494374, 3.3757089
 0.7831459, 4.8909388
 0.3516456, 5.8546893
 0.9615612,-2.4197285
 0.0548437, 0.9253238
 0.7144361, 4.0348461
 0.9833928,-4.5639280
 0.6000439,-0.5423345
 0.5979071,-1.3282557
 0.3664274,-1.2291013
 0.3401245, 3.6340158
 0.6163636, 4.4144620
 0.0133940, 1.0557562
 0.6435341, 2.0935098
 0.3831607, 4.0255939
 0.4079276,-1.6471637
 0.6729784, 2.6265504
 0.7647272,-3.6065858
 0.8297672, 4.8934150
 0.5418704,-3.7206308
 0.8250669, 4.5955126
 0.2804264, 2.4870438
 0.2527861,-3.3362717
 0.8436706, 4.5141689
 0.5731773, 2.0651615
 0.8434471, 4.5139974
 0.8060777,-8.1281729
 0.9601793, 1.3049477
 0.2324733, 2.5899418
 0.2650843, 2.1931307
 0.2013263, 2.8069055
 0.6708658, 5.7029412
 0.3893042, 4.8763629
 0.9912636, 6.5188197
 0.3136589, 2.0805498
 0.2665583,-0.8232289
 0.5568790, 3.4734311
 0.2729420,-2.5416259
 0.1009189, 3.3735931
 0.5389443, 3.8404337
 0.7598300,-6.8077422
 0.1890749,-2.8402367
 0.5010325,-4.4032970
 0.8960333, 3.8073579
 0.1701698, 2.3941622
 0.5161851,-3.8869497
 0.4098724, 2.6982926
 0.8729866, 1.5077842
 0.7009165,-7.0487001
 0.8709054,13.5295891
 0.1876303, 0.5684190
 0.1927454,-3.8843056
 0.5407270,-3.1357312
 0.5183120, 4.8816478
 0.5159247, 4.0836655
 0.3058579, 2.7233445
 0.0260858, 0.9580863
 0.4723814, 3.5242280
 0.0157932, 0.7390238
 0.8651415, 9.4637894
 0.7269537,-10.5636055
 0.0801455, 1.8393557
 0.2394949, 3.8395590
 0.1964221, 2.1963043
 0.4444680, 4.3025904
 0.9256824,-15.4146940
 0.9970280, 3.0816756
 0.1765546, 3.4022681
 0.1580721, 2.1674570
 0.4527000,-1.3027975
 0.4086878, 3.0931238
 0.1947717, 3.2318724
 0.1786308, 2.7338011
 0.2399445, 1.3511461
 0.1786984, 1.1161948
 0.8238745,-3.3746278
 0.1487808, 3.4671844
 0.0088172, 1.1433039
 0.0496432, 2.6156586
 0.1612258, 2.0104802
 0.4940707, 3.5106806
 0.7111013, 2.2561397
 0.9991572,-7.8356884
 0.2655012, 2.1423122
 0.9278157,-1.4712498
 0.0632736, 1.6242214
 0.9531779, 3.5655933
 0.2139974, 2.9482392
 0.5387206, 3.2028038
 0.3553624,-2.3017534
 0.0197245, 0.8965337
 0.9139632, 4.1409170
 0.5024789,-0.7101276
 0.0827307,-0.1775703
 0.8039687, 3.9231842
 0.6761287, 5.5383574
 0.8492150,-8.8924832
 0.4793596, 1.4155862
 0.4780824, 4.7178408
 0.3981016, 0.4839653
 0.0481633,-5.1731947
 0.5267457, 3.3622464
 0.7320772, 2.9456721
 0.2699417, 3.8890743
 0.3351485, 3.8710274
 0.4563143, 6.0304395
 0.1683177, 2.3172986
 0.8512803, 4.9109359
 0.1735889, 0.3741936
 0.0110521, 0.9921118
 0.8023675, 4.2726108
 0.1179656, 1.9749366
 0.9302097,-6.0815402
 0.1061267, 1.1754114
 0.1285321, 2.5727647
 0.6395480,-5.7573474
 0.8188632, 4.8732253
 0.7087828,-4.4308723
 0.6124796, 4.6259192
 0.3214339, 3.1861885
 0.9205888,-8.4349217
 0.0757995, 1.9368602
 0.4076361, 2.3496973
 0.4671465, 4.2107777
